REPIQUE ,,categoria
"8232 Anel 12"" x 30cm 12 ALUMÍNIO POLIDO ANIMAL TIMBRA CROMADO ",$ 4.238,
"8228 Mão 10"" x 30cm 6 ALUMÍNIO POLIDO LEITOSA TIMBRA CROMADO ",$ 2.914,
"8229 Mão 10"" x 30cm 6 ALUMÍNIO POLIDO LEITOSA TIMBRA DOURADO ",$ 3.995,
"8230 Mão 11"" x 30cm 6 ALUMÍNIO POLIDO LEITOSA TIMBRA CROMADO ",$ 3.049,
SURDOS ,,categoria
"8236 Axê 18"" x 40cm 10 ALUMÍNIO POLIDO LEITOSA TIMBRA CROMADO ",$ 4.936,
"8241 Axê 20"" x 40cm 10 ALUMÍNIO POLIDO LEITOSA TIMBRA CROMADO ",$ 5.307,
"8248 Axê 22"" x 40cm 12 ALUMÍNIO POLIDO NAPA TIMBRA CROMADO",$ 6.009,
"8267 Axê 18"" x 40cm ALUMÍNIO PINTADO LEITOSA TIMBRA DOURADO ",$ 7.126,
"8268 Axê 20"" x 40cm ALUMÍNIO PINTADO NAPA TIMBRA DOURADO ",$ 8.116,
"8269 Axê 22"" x 40cm ALUMÍNIO PINTADO NAPA TIMBRA DOURADO ",$ 8.703,
"8237 Samba 18"" x 55cm 10 ALUMÍNIO POLIDO ANIMAL TIMBRA CROMADO ",$ 6.433,
"8245 Samba 20"" x 60cm MADEIRA ANIMAL TIMBRA DOURADO ",$ 9.604,
"8242 Samba 20"" x 60cm 10 ALUMÍNIO POLIDO ANIMAL TIMBRA CROMADO ",$ 7.202,
"8246 Samba 20"" x 60cm 10 FÓRMICA ANIMAL EMPACHADA TIMBRA CROMADO ",$ 8.928,
"8667 Samba 22"" x 60cm ALUMÍNIO POLIDO LEITOSA TIMBRA CROMADO ",$ 7.919,
"8664 Samba 22"" x 60cm ALUMÍNIO POLIDO ANIMAL TIMBRA DOURADO ",$ 10.678,
TAMBORIM ,,categoria
"8659 C/Aro 6"" ALUMÍNIO LEITOSA TIMBRA CROMADO ",$ 1.201,
"8660 C/Aro 6"" ALUMÍNIO LEITOSA TIMBRA DOURADO ",$ 1.201,
"8670 C/Aro 6"" 6 ALUMÍNIO COLORIDO BRASIL TIMBRA CROMADO ",$ 1.246,
"8249 C/Aro 6"" 12 FÓRMICA BRASIL TIMBRA DOURADO ",$ 1.411,
"8662 C/Aro 6"" 12 MADEIRA LEITOSA TIMBRA CROMADO ",$ 1.326,
"8671 C/Aro 6"" 12 MADEIRA BRASIL TIMBRA CROMADO ",$ 1.345,
"8672 C/Aro 6"" 12 MADEIRA BRASIL TIMBRA DOURADO ",$ 1.419,
"8663 C/Aro 6"" 12 MADEIRA LEITOSA TIMBRA DOURADO ",$ 1.358,
TANTAM ,,categoria
"8515 12"" x 50cm PINTADO BRANCO ANIMAL DOURADO ",$ 5.038,
"8254 Cônico 12"" x 50cm 6 ALUMÍNIO POLIDO ANIMAL CROMADO ",$ 3.676,
"8257 Cônico 12"" x 50cm 6 MADEIRA ANIMAL CROMADO ",$ 4.434,
"8255 Cônico 12"" x 50cm 6 ALUMÍNIO POLIDO ANIMAL DOURADO ",$ 5.461,
"8258 Cônico 12"" x 50cm 6 MADEIRA ANIMAL DOURADO ",$ 5.947,
"8252 Reto 12"" x 50cm 6 ALUMÍNIO POLIDO ANIMAL CROMADO",$ 3.689,
"8253 Reto 12"" x 50cm 6 ALUMÍNIO POLIDO ANIMAL DOURADO ",$ 4.814,
"8260 Reto 12"" x 50cm 6 MADEIRA ANIMAL DOURADO ",$ 5.713,
"8514 Reto 14"" x 70cm MADEIRA ANIMAL DOURADO ",$ 7.752,
"8513 Reto 14"" x 70cm MADEIRA ANIMAL ",$ 5.654,
TIMBAL ,,categoria
"8290 Aluminio Polido C/Aro Dourado 14"" x 90cm 16 ALUMÍNIO POLIDO LEITOSA TIMBRA DOURADO ",$ 7.920,
"9802 C. Brown 14"" 16 ALUMÍNIO - FLORAL LEITOSA TIMBRA CROMADO ",$ 9.773,
"9804 C. Brown 14"" 16 MADEIRA - COLHER LEITOSA TIMBRA CROMADO ",$ 8.865,
"9803 C. Brown 14"" 16 COLHER LEITOSA TIMBRA DOURADO ",$ 11.837,
"9805 C. Brown 14"" 16 MADEIRA - COLHER LEITOSA TIMBRA DOURADO ",$ 11.392,
"8509 C/Aro 14"" x 90cm 16 ALUMÍNIO PINTURA BRANCA LEITOSA TIMBRA CROMADO ",$ 5.454,
"8261 C/Aro 14"" x 90cm 16 ALUMÍNIO POLIDO LEITOSA TIMBRA CROMADO ",$ 5.590,
"8264 C/Aro 14"" x 90cm 16 MADEIRA LEITOSA TIMBRA CROMADO ",$ 6.859,
"8510 C/Aro 14"" x 90cm 16 ALUMÍNIO PINTURA BRANCA LEITOSA TIMBRA DOURADO",$ 7.776,
"8266 C/Aro 14"" x 90cm 16 MADEIRA LEITOSA TIMBRA DOURADO ",$ 9.424,
"8528 C/Aro 14"" x 90cm 16 MADEIRA PINTURA ESTRELAS LEITOSA TIMBRA DOURADO ",$ 9.743,
TIMBRA - ACESSÓRIOS DE DE PERCUSSÃO ,,categoria
CHAVE TUBULAR ,,categoria
10720 Chave Tubular 3/8 Percussao Niquelada Pct C/6 Pcs Timbra NOVO ,$ 73,
10721 Chave Tubular 1/4 Pandeiro Tamborim Niquelada Pct C/ 6 Pcs Timbra NOVO ,$ 73,
TIMBRA - PELES ,,categoria
PELE ANIMAL EMPACHADA ,,categoria
"8932 08"" P/Cuíca SOB ENCOMENDA ",$ 952,
"8933 10"" P/Cuíca SOB ENCOMENDA ",$ 1.094,
"8930 18"" ",$ 1.645,
PELE ANIMAL ,,categoria
"8947 14"" P/Tantam-Repique Anel ",$ 530,
"8936 12"" P/Tantam-Repique Anel ",$ 547,
"8935 20"" P/Surdo ",$ 1.359,
PELE NAPA ,,categoria
"8937 22"" P/Bumbo ",$ 745,
PELE LEITOSA ,,categoria
"8952 06"" Batedeira P3 ",$ 104,
"8964 08"" Batedeira P3 ",$ 131,
"8948 10"" Batedeira P3 ",$ 136,
"8940 11"" Batedeira P3 ",$ 157,
"8938 12"" Batedeira P3 ",$ 161,
"8951 14"" Batedeira P0 ",$ 146,
"8950 14"" Batedeira P3 ",$ 152,
"8941 18"" Batedeira P2 ",$ 369,
"8942 20"" Batedeira P2 ",$ 386,
"8949 22"" Batedeira P2 ",$ 432,
PELE PRISMÁTICA / PRETA / BRASIL ,,categoria
"8953 06"" Leitosa Bandeira Do Brasil P3 ",$ 136,
"8954 10"" Leitosa Bandeira Do Brasil P3 ",$ 175,
"8943 11"" Batedeira Prismática ",$ 182,
"8955 11"" Leitosa Bandeira Do Brasil P3 ",$ 179,
"8956 12"" Leitosa Bandeira Do Brasil P3 ",$ 204,
CAJON,,categoria
8402 Cajon Conga Madeira Timbra ,$ 4.574,
8401 Cajon Conga Quinto Madeira Timbra ,$ 5.982,
8407 Cajon Conga Tumba Madeira Timbra ,$ 4.598,
TIMBRA - ACESSÓRIOS DE DE PERCUSSÃO ,,categoria
"8587 Capa Reforçada P/Bacurinha 08""X30Cm Nylon Timbra ",$ 1.680,
8593 Capa Reforçada P/Chocalho Nylon Timbra ,$ 1.104,
"8588 Capa Reforçada P/Cuíca 08""X30Cm Nylon Timbra ",$ 1.669,
"8589 Capa Reforçada P/Cuíca 10""X30Cm Nylon Timbra ",$ 1.702,
"8590 Capa Reforçada P/Malacacheta 12""X30Cm Nylon Timbra ",$ 2.040,
"8391 Capa Reforçada P/Pandeiro 10"" Nylon Timbra ",$ 846,
"8392 Capa Reforçada P/Pandeiro 12"" Nylon Timbra ",$ 932,
8591 Capa Reforçada P/Reco-Reco Nylon Timbra ,$ 1.104,
"8592 Capa Reforçada P/Repinique 12""X30Cm Nylon Timbra ",$ 1.789,
"8393 Capa Reforçada P/Repique De Mão 10"" Nylon Timbra ",$ 1.702,
"8394 Capa Reforçada P/Repique De Anel 12"" Nylon Timbra ",$ 1.789,
"8594 Capa Reforçada P/Surdo 18""X40Cm Nylon Timbra ",$ 3.716,
"8595 Capa Reforçada P/Surdo 18""X55Cm Nylon Timbra ",$ 3.845,
"8596 Capa Reforçada P/Surdo 20""X40Cm Nylon Timbra ",$ 4.060,
"8597 Capa Reforçada P/Surdo 20""X60Cm Nylon Timbra ",$ 4.488,
"8598 Capa Reforçada P/Surdo 22""X40Cm Nylon Timbra ",$ 4.488,
"8599 Capa Reforçada P/Tamborim 06"" Nylon Timbra ",$ 701,
"8600 Capa Reforçada P/Tantam 12""X50Cm Nylon Timbra ",$ 2.003,
"8396 Capa Reforçada P/Tantam 14"" X70Cm Nylon Timbra ",$ 2.132,
"8601 Capa Reforçada P/Tarol 14""X06Cm Nylon Timbra ",$ 1.789,
"8602 Capa Reforçada P/Timbal 14""X90Cm Nylon Timbra ",$ 3.730,
8517 Talabarte P/Bumbo C/2 Mosquetões Couro Timbra ,$ 710,
8516 Talabarte P/Bumbo C/2 Mosquetões Nylon Timbra ,$ 562,
8525 Talabarte P/Tamborim C/1 Mosquetão Nylon Preto Suporte P/Baqueta Timbra ,$ 458,
